ROI,Subject,R2_full,Unique_2D,Unique_3D,Unique_Semantic,Shared
V3b,11,0.0009129253373058033,0.00046470635378870195,0.0002660709332268363,0.0001464844361386275,3.5663614151637546e-05
V3b,12,0.0007900744701029305,0.00041553848343522937,2.1145759863117064e-06,3.224254097045076e-08,0.000372389168140419
V3b,13,0.004704702678528072,0.00017792867891608388,0.0016439974192457019,0.00014399188117508732,0.002738784699191199
V3b,14,0.00011343312051870225,3.258083453239191e-05,6.195080683968346e-05,4.829472819634084e-05,-2.9393249049713965e-05
V3b,15,0.0036452018920970497,0.002360979847413902,2.8197256640716262e-08,0.00015855857088209468,0.0011256352765444122
V3b,16,0.001492652066940603,0.0003025031830062863,1.3926274168962749e-05,4.949948443300212e-05,0.0011267231253323517
V3d,1,0.02650839089677337,0.016318632738170247,0.00026076115182738224,5.748613831590976e-05,0.009871510868459832
V3d,2,0.023768026365148853,0.016349073682172532,0.000871886634064678,1.3019125025826028e-05,0.006534046923885817
V3d,3,0.023748758379815715,0.014190519737079632,0.003914147635571741,0.0014191135243335484,0.004224977482830794
V3d,4,0.057213480942993056,0.022223593040172518,0.001217623865637396,0.002884417863023514,0.030887846174159628
V3d,5,0.036237758556049826,0.025633558227591613,0.002802325486356505,5.873855771221237e-05,0.007743136284389496
V3d,6,0.02102537742839905,0.018193828177078486,0.0022334286244350965,0.0001718337866802866,0.00042628684020518115
V3d,7,0.030278683059080436,0.02429560636995265,0.0015933531173901727,0.00037280001531425633,0.004016923556423357
V3d,8,0.021366797096192713,0.013293060650542143,0.002221193178636227,0.0005456289545731074,0.0053069143124412355
V3d,9,0.05178294933708527,0.027378310838107378,0.008998164303207878,0.005043711926826289,0.010362762268943726
V3d,10,0.019423284490991066,0.015033929770948196,0.0002682595839857971,0.0008479327684006721,0.0032731623676564015
V3d,11,0.008686741251615837,0.005479526760427511,0.001481594823438237,0.00041877918919253077,0.0013068404785575582
V3d,12,0.01961245163132641,0.010555778396418969,0.0013051239279854299,0.0006606656984520232,0.007090883608469989
V3d,13,0.004936912604276866,6.707072175615725e-05,0.0019844541562571427,1.8279272873011898e-05,0.0028671084533905544
V3d,14,0.0067437837478857565,0.003925749739749906,0.002008356690401225,0.0007849022932211458,2.4775024513479238e-05
V3d,15,0.013935379903643796,0.010566658996798983,0.0003781251030749999,0.0002383093562067229,0.0027522864475630904
V3d,16,0.01604055271686544,0.007517692882189397,0.0006519132660829374,0.0006342221522023239,0.007236724416390783
